EVENT_ID,TIMESTAMP,SECTOR,SOURCE_ASSET,PROCESS_NAME,FILE_ACTIVITY,CURRENT_ATTACK_STAGE,LABEL
A-08-SCN072-01-06,2026-01-14T09:30:00,Government Healthcare,S08-WS01,ssh,3,Exfiltration,Attack
A-08-SCN072-01-07,2026-01-14T09:36:00,Government Healthcare,S08-MGMT01,curl,61,Exfiltration,Attack
A-08-SCN072-01-08,2026-01-14T09:41:00,Government Healthcare,S08-VPN01,wmic,94,Exfiltration,Attack
A-08-SCN072-01-09,2026-01-14T09:48:00,Government Healthcare,S08-AUTH01,python,17,Exfiltration,Attack
A-08-SCN072-02-00,2026-01-14T10:03:00,Government Healthcare,S08-DB01,ssh,58,Reconnaissance,Attack
A-08-SCN072-02-01,2026-01-14T10:08:00,Government Healthcare,S08-AUTH01,curl,43,Initial Access,Attack
A-08-SCN072-02-02,2026-01-14T10:13:00,Government Healthcare,S08-MGMT01,cmd,3,Credential Access,Attack
A-08-SCN072-02-03,2026-01-14T10:15:00,Government Healthcare,S08-MON01,powershell,15,Discovery,Attack
A-08-SCN072-02-04,2026-01-14T10:23:00,Government Healthcare,S08-BKP01,python,214,Collection,Attack
A-08-SCN072-02-05,2026-01-14T10:25:00,Government Healthcare,S08-CTRL01,ssh,29,Exfiltration,Attack
A-08-SCN072-02-06,2026-01-14T10:33:00,Government Healthcare,S08-DB01,service-host,75,Exfiltration,Attack
A-08-SCN072-02-07,2026-01-14T10:35:00,Government Healthcare,S08-AUTH01,powershell,1,Exfiltration,Attack
A-08-SCN072-02-08,2026-01-14T10:40:00,Government Healthcare,S08-MGMT01,unknown,16,Exfiltration,Attack
A-08-SCN072-02-09,2026-01-14T10:45:00,Government Healthcare,S08-MON01,powershell,10,Exfiltration,Attack
A-08-SCN072-03-00,2026-01-14T11:03:00,Government Healthcare,S08-CTRL01,powershell,76,Reconnaissance,Attack
A-08-SCN072-03-01,2026-01-14T11:05:00,Government Healthcare,S08-VPN01,curl,13,Initial Access,Attack
A-08-SCN072-03-02,2026-01-14T11:12:00,Government Healthcare,S08-MON01,service-host,33,Credential Access,Attack
A-08-SCN072-03-03,2026-01-14T11:18:00,Government Healthcare,S08-GW01,python,96,Discovery,Attack
A-08-SCN072-03-04,2026-01-14T11:23:00,Government Healthcare,S08-APP01,ssh,1460,Collection,Attack
A-08-SCN072-03-05,2026-01-14T11:26:00,Government Healthcare,S08-AUTH01,service-host,53,Exfiltration,Attack
A-08-SCN072-03-06,2026-01-14T11:30:00,Government Healthcare,S08-CTRL01,powershell,24,Exfiltration,Attack
A-08-SCN072-03-07,2026-01-14T11:38:00,Government Healthcare,S08-VPN01,ssh,67,Exfiltration,Attack
A-08-SCN072-03-08,2026-01-14T11:42:00,Government Healthcare,S08-MON01,ssh,33,Exfiltration,Attack
A-08-SCN072-03-09,2026-01-14T11:48:00,Government Healthcare,S08-GW01,python,76,Exfiltration,Attack
A-08-SCN072-04-00,2026-01-14T12:00:00,Government Healthcare,S08-APP01,wmic,25,Reconnaissance,Attack
A-08-SCN072-04-01,2026-01-14T12:06:00,Government Healthcare,S08-VPN01,service-host,64,Initial Access,Attack
A-08-SCN072-04-02,2026-01-14T12:11:00,Government Healthcare,S08-WS01,wmic,45,Credential Access,Attack
A-08-SCN072-04-03,2026-01-14T12:15:00,Government Healthcare,S08-MON01,cmd,13,Discovery,Attack
A-08-SCN072-04-04,2026-01-14T12:21:00,Government Healthcare,S08-BKP01,powershell,739,Collection,Attack
A-08-SCN072-04-05,2026-01-14T12:28:00,Government Healthcare,S08-GW01,service-host,22,Exfiltration,Attack
A-08-SCN072-04-06,2026-01-14T12:33:00,Government Healthcare,S08-APP01,unknown,3,Exfiltration,Attack
A-08-SCN072-04-07,2026-01-14T12:37:00,Government Healthcare,S08-VPN01,wmic,93,Exfiltration,Attack
A-08-SCN072-04-08,2026-01-14T12:42:00,Government Healthcare,S08-WS01,cmd,62,Exfiltration,Attack
A-08-SCN072-04-09,2026-01-14T12:46:00,Government Healthcare,S08-MON01,cmd,1,Exfiltration,Attack
A-08-SCN073-01-00,2026-01-14T09:00:00,Government Healthcare,S08-CTRL01,python,54,Reconnaissance,Attack
A-08-SCN073-01-01,2026-01-14T09:06:00,Government Healthcare,S08-WS01,powershell,17,Initial Access,Attack
A-08-SCN073-01-02,2026-01-14T09:11:00,Government Healthcare,S08-AUTH01,curl,69,Execution,Attack
A-08-SCN073-01-03,2026-01-14T09:16:00,Government Healthcare,S08-MGMT01,unknown,44,Persistence,Attack
A-08-SCN073-01-04,2026-01-14T09:20:00,Government Healthcare,S08-GW01,powershell,72,Privilege Escalation,Attack
A-08-SCN073-01-05,2026-01-14T09:26:00,Government Healthcare,S08-MON01,powershell,88,Discovery,Attack
A-08-SCN073-01-06,2026-01-14T09:30:00,Government Healthcare,S08-CTRL01,service-host,81,Lateral Movement,Attack
A-08-SCN073-01-07,2026-01-14T09:38:00,Government Healthcare,S08-WS01,ssh,77,Command and Control,Attack
A-08-SCN073-01-08,2026-01-14T09:43:00,Government Healthcare,S08-AUTH01,wmic,19,Command and Control,Attack
A-08-SCN073-01-09,2026-01-14T09:47:00,Government Healthcare,S08-MGMT01,curl,34,Command and Control,Attack
A-08-SCN073-02-00,2026-01-14T10:01:00,Government Healthcare,S08-BKP01,wmic,31,Reconnaissance,Attack
A-08-SCN073-02-01,2026-01-14T10:07:00,Government Healthcare,S08-VPN01,wmic,85,Initial Access,Attack
A-08-SCN073-02-02,2026-01-14T10:11:00,Government Healthcare,S08-CTRL01,unknown,91,Execution,Attack
A-08-SCN073-02-03,2026-01-14T10:18:00,Government Healthcare,S08-WS01,unknown,39,Persistence,Attack
A-08-SCN073-02-04,2026-01-14T10:22:00,Government Healthcare,S08-GW01,unknown,87,Privilege Escalation,Attack
A-08-SCN073-02-05,2026-01-14T10:25:00,Government Healthcare,S08-MGMT01,curl,52,Discovery,Attack
A-08-SCN073-02-06,2026-01-14T10:30:00,Government Healthcare,S08-BKP01,unknown,98,Lateral Movement,Attack
A-08-SCN073-02-07,2026-01-14T10:37:00,Government Healthcare,S08-VPN01,curl,11,Command and Control,Attack
A-08-SCN073-02-08,2026-01-14T10:42:00,Government Healthcare,S08-CTRL01,python,5,Command and Control,Attack
A-08-SCN073-02-09,2026-01-14T10:45:00,Government Healthcare,S08-WS01,wmic,34,Command and Control,Attack
A-08-SCN073-03-00,2026-01-14T11:03:00,Government Healthcare,S08-GW01,service-host,52,Reconnaissance,Attack
A-08-SCN073-03-01,2026-01-14T11:07:00,Government Healthcare,S08-BKP01,ssh,87,Initial Access,Attack
A-08-SCN073-03-02,2026-01-14T11:11:00,Government Healthcare,S08-APP01,curl,34,Execution,Attack
A-08-SCN073-03-03,2026-01-14T11:15:00,Government Healthcare,S08-CTRL01,curl,44,Persistence,Attack
A-08-SCN073-03-04,2026-01-14T11:21:00,Government Healthcare,S08-MON01,cmd,18,Privilege Escalation,Attack
A-08-SCN073-03-05,2026-01-14T11:27:00,Government Healthcare,S08-AUTH01,wmic,64,Discovery,Attack
A-08-SCN073-03-06,2026-01-14T11:30:00,Government Healthcare,S08-GW01,service-host,2,Lateral Movement,Attack
A-08-SCN073-03-07,2026-01-14T11:38:00,Government Healthcare,S08-BKP01,powershell,49,Command and Control,Attack
A-08-SCN073-03-08,2026-01-14T11:43:00,Government Healthcare,S08-APP01,wmic,41,Command and Control,Attack
A-08-SCN073-03-09,2026-01-14T11:45:00,Government Healthcare,S08-CTRL01,service-host,3,Command and Control,Attack
A-08-SCN073-04-00,2026-01-14T12:02:00,Government Healthcare,S08-VPN01,service-host,68,Reconnaissance,Attack
A-08-SCN073-04-01,2026-01-14T12:08:00,Government Healthcare,S08-AUTH01,service-host,72,Initial Access,Attack
A-08-SCN073-04-02,2026-01-14T12:12:00,Government Healthcare,S08-CTRL01,python,30,Execution,Attack
A-08-SCN073-04-03,2026-01-14T12:15:00,Government Healthcare,S08-GW01,cmd,37,Persistence,Attack
A-08-SCN073-04-04,2026-01-14T12:20:00,Government Healthcare,S08-MON01,wmic,100,Privilege Escalation,Attack
A-08-SCN073-04-05,2026-01-14T12:25:00,Government Healthcare,S08-MGMT01,service-host,50,Discovery,Attack
A-08-SCN073-04-06,2026-01-14T12:32:00,Government Healthcare,S08-VPN01,curl,41,Lateral Movement,Attack
A-08-SCN073-04-07,2026-01-14T12:37:00,Government Healthcare,S08-AUTH01,ssh,26,Command and Control,Attack
A-08-SCN073-04-08,2026-01-14T12:41:00,Government Healthcare,S08-CTRL01,wmic,61,Command and Control,Attack
A-08-SCN073-04-09,2026-01-14T12:47:00,Government Healthcare,S08-GW01,unknown,31,Command and Control,Attack
A-08-SCN074-01-00,2026-01-14T09:02:00,Government Healthcare,S08-MGMT01,service-host,35,Reconnaissance,Attack
A-08-SCN074-01-01,2026-01-14T09:05:00,Government Healthcare,S08-WS01,unknown,67,Initial Access,Attack
A-08-SCN074-01-02,2026-01-14T09:10:00,Government Healthcare,S08-GW01,service-host,50,Credential Access,Attack
A-08-SCN074-01-03,2026-01-14T09:18:00,Government Healthcare,S08-CTRL01,curl,90,Discovery,Attack
A-08-SCN074-01-04,2026-01-14T09:20:00,Government Healthcare,S08-APP01,service-host,62,Lateral Movement,Attack
A-08-SCN074-01-05,2026-01-14T09:26:00,Government Healthcare,S08-MON01,powershell,1395,Collection,Attack
A-08-SCN074-01-06,2026-01-14T09:33:00,Government Healthcare,S08-MGMT01,ssh,836,Collection,Attack
A-08-SCN074-01-07,2026-01-14T09:38:00,Government Healthcare,S08-WS01,powershell,1658,Collection,Attack
A-08-SCN074-01-08,2026-01-14T09:42:00,Government Healthcare,S08-GW01,curl,908,Collection,Attack
A-08-SCN074-01-09,2026-01-14T09:46:00,Government Healthcare,S08-CTRL01,curl,1885,Collection,Attack
A-08-SCN074-02-00,2026-01-14T10:00:00,Government Healthcare,S08-DB01,curl,28,Reconnaissance,Attack
A-08-SCN074-02-01,2026-01-14T10:07:00,Government Healthcare,S08-WS01,cmd,74,Initial Access,Attack
A-08-SCN074-02-02,2026-01-14T10:13:00,Government Healthcare,S08-AUTH01,service-host,45,Credential Access,Attack
A-08-SCN074-02-03,2026-01-14T10:18:00,Government Healthcare,S08-BKP01,wmic,98,Discovery,Attack
A-08-SCN074-02-04,2026-01-14T10:23:00,Government Healthcare,S08-MON01,ssh,52,Lateral Movement,Attack
A-08-SCN074-02-05,2026-01-14T10:26:00,Government Healthcare,S08-GW01,powershell,190,Collection,Attack
A-08-SCN074-02-06,2026-01-14T10:31:00,Government Healthcare,S08-DB01,cmd,1768,Collection,Attack
A-08-SCN074-02-07,2026-01-14T10:36:00,Government Healthcare,S08-WS01,cmd,365,Collection,Attack
A-08-SCN074-02-08,2026-01-14T10:43:00,Government Healthcare,S08-AUTH01,powershell,1181,Collection,Attack
A-08-SCN074-02-09,2026-01-14T10:46:00,Government Healthcare,S08-BKP01,python,1412,Collection,Attack
A-08-SCN074-03-00,2026-01-14T11:01:00,Government Healthcare,S08-APP01,ssh,79,Reconnaissance,Attack
A-08-SCN074-03-01,2026-01-14T11:07:00,Government Healthcare,S08-MGMT01,powershell,1,Initial Access,Attack
A-08-SCN074-03-02,2026-01-14T11:13:00,Government Healthcare,S08-MON01,curl,40,Credential Access,Attack
A-08-SCN074-03-03,2026-01-14T11:16:00,Government Healthcare,S08-CTRL01,powershell,95,Discovery,Attack
A-08-SCN074-03-04,2026-01-14T11:20:00,Government Healthcare,S08-DB01,curl,50,Lateral Movement,Attack
A-08-SCN074-03-05,2026-01-14T11:26:00,Government Healthcare,S08-BKP01,powershell,99,Collection,Attack
A-08-SCN074-03-06,2026-01-14T11:32:00,Government Healthcare,S08-APP01,cmd,377,Collection,Attack
A-08-SCN074-03-07,2026-01-14T11:36:00,Government Healthcare,S08-MGMT01,unknown,1600,Collection,Attack
A-08-SCN074-03-08,2026-01-14T11:43:00,Government Healthcare,S08-MON01,unknown,1246,Collection,Attack
A-08-SCN074-03-09,2026-01-14T11:48:00,Government Healthcare,S08-CTRL01,python,1471,Collection,Attack
A-08-SCN074-04-00,2026-01-14T12:00:00,Government Healthcare,S08-WS01,service-host,44,Reconnaissance,Attack
A-08-SCN074-04-01,2026-01-14T12:06:00,Government Healthcare,S08-DB01,powershell,28,Initial Access,Attack
A-08-SCN074-04-02,2026-01-14T12:12:00,Government Healthcare,S08-APP01,unknown,82,Credential Access,Attack
A-08-SCN074-04-03,2026-01-14T12:16:00,Government Healthcare,S08-GW01,ssh,40,Discovery,Attack
A-08-SCN074-04-04,2026-01-14T12:23:00,Government Healthcare,S08-AUTH01,curl,16,Lateral Movement,Attack
A-08-SCN074-04-05,2026-01-14T12:26:00,Government Healthcare,S08-CTRL01,unknown,1141,Collection,Attack
A-08-SCN074-04-06,2026-01-14T12:33:00,Government Healthcare,S08-WS01,curl,62,Collection,Attack
A-08-SCN074-04-07,2026-01-14T12:38:00,Government Healthcare,S08-DB01,wmic,1269,Collection,Attack
A-08-SCN074-04-08,2026-01-14T12:40:00,Government Healthcare,S08-APP01,wmic,234,Collection,Attack
A-08-SCN074-04-09,2026-01-14T12:47:00,Government Healthcare,S08-GW01,powershell,1812,Collection,Attack
A-08-SCN075-01-00,2026-01-14T09:02:00,Government Healthcare,S08-DB01,powershell,78,Reconnaissance,Attack
A-08-SCN075-01-01,2026-01-14T09:06:00,Government Healthcare,S08-BKP01,powershell,69,Initial Access,Attack
A-08-SCN075-01-02,2026-01-14T09:10:00,Government Healthcare,S08-GW01,ssh,34,Execution,Attack
A-08-SCN075-01-03,2026-01-14T09:15:00,Government Healthcare,S08-AUTH01,curl,39,Discovery,Attack
A-08-SCN075-01-04,2026-01-14T09:21:00,Government Healthcare,S08-MON01,powershell,33,Lateral Movement,Attack
A-08-SCN075-01-05,2026-01-14T09:25:00,Government Healthcare,S08-MGMT01,python,1794,Impact,Attack
A-08-SCN075-01-06,2026-01-14T09:32:00,Government Healthcare,S08-DB01,python,559,Impact,Attack
A-08-SCN075-01-07,2026-01-14T09:37:00,Government Healthcare,S08-BKP01,powershell,422,Impact,Attack
A-08-SCN075-01-08,2026-01-14T09:42:00,Government Healthcare,S08-GW01,curl,500,Impact,Attack
A-08-SCN075-01-09,2026-01-14T09:45:00,Government Healthcare,S08-AUTH01,service-host,712,Impact,Attack
A-08-SCN075-02-00,2026-01-14T10:02:00,Government Healthcare,S08-CTRL01,cmd,32,Reconnaissance,Attack
A-08-SCN075-02-01,2026-01-14T10:05:00,Government Healthcare,S08-AUTH01,powershell,5,Initial Access,Attack
A-08-SCN075-02-02,2026-01-14T10:12:00,Government Healthcare,S08-BKP01,powershell,78,Execution,Attack
A-08-SCN075-02-03,2026-01-14T10:15:00,Government Healthcare,S08-VPN01,curl,100,Discovery,Attack
A-08-SCN075-02-04,2026-01-14T10:23:00,Government Healthcare,S08-APP01,unknown,16,Lateral Movement,Attack
A-08-SCN075-02-05,2026-01-14T10:27:00,Government Healthcare,S08-GW01,service-host,567,Impact,Attack
A-08-SCN075-02-06,2026-01-14T10:31:00,Government Healthcare,S08-CTRL01,unknown,1136,Impact,Attack
A-08-SCN075-02-07,2026-01-14T10:36:00,Government Healthcare,S08-AUTH01,curl,512,Impact,Attack
A-08-SCN075-02-08,2026-01-14T10:42:00,Government Healthcare,S08-BKP01,ssh,1870,Impact,Attack
A-08-SCN075-02-09,2026-01-14T10:48:00,Government Healthcare,S08-VPN01,python,1356,Impact,Attack
A-08-SCN075-03-00,2026-01-14T11:01:00,Government Healthcare,S08-GW01,python,8,Reconnaissance,Attack
A-08-SCN075-03-01,2026-01-14T11:05:00,Government Healthcare,S08-MON01,unknown,47,Initial Access,Attack
A-08-SCN075-03-02,2026-01-14T11:12:00,Government Healthcare,S08-APP01,service-host,3,Execution,Attack
A-08-SCN075-03-03,2026-01-14T11:15:00,Government Healthcare,S08-CTRL01,service-host,67,Discovery,Attack
A-08-SCN075-03-04,2026-01-14T11:21:00,Government Healthcare,S08-VPN01,python,18,Lateral Movement,Attack
A-08-SCN075-03-05,2026-01-14T11:27:00,Government Healthcare,S08-WS01,unknown,918,Impact,Attack
A-08-SCN075-03-06,2026-01-14T11:33:00,Government Healthcare,S08-GW01,ssh,641,Impact,Attack
A-08-SCN075-03-07,2026-01-14T11:36:00,Government Healthcare,S08-MON01,powershell,399,Impact,Attack
A-08-SCN075-03-08,2026-01-14T11:43:00,Government Healthcare,S08-APP01,ssh,1696,Impact,Attack
A-08-SCN075-03-09,2026-01-14T11:47:00,Government Healthcare,S08-CTRL01,unknown,1600,Impact,Attack
A-08-SCN075-04-00,2026-01-14T12:03:00,Government Healthcare,S08-AUTH01,unknown,42,Reconnaissance,Attack
A-08-SCN075-04-01,2026-01-14T12:07:00,Government Healthcare,S08-APP01,cmd,68,Initial Access,Attack
A-08-SCN075-04-02,2026-01-14T12:10:00,Government Healthcare,S08-GW01,powershell,40,Execution,Attack
A-08-SCN075-04-03,2026-01-14T12:16:00,Government Healthcare,S08-CTRL01,unknown,29,Discovery,Attack
A-08-SCN075-04-04,2026-01-14T12:23:00,Government Healthcare,S08-DB01,service-host,50,Lateral Movement,Attack
A-08-SCN075-04-05,2026-01-14T12:25:00,Government Healthcare,S08-BKP01,curl,897,Impact,Attack
A-08-SCN075-04-06,2026-01-14T12:33:00,Government Healthcare,S08-AUTH01,cmd,1797,Impact,Attack
A-08-SCN075-04-07,2026-01-14T12:35:00,Government Healthcare,S08-APP01,curl,1919,Impact,Attack
A-08-SCN075-04-08,2026-01-14T12:41:00,Government Healthcare,S08-GW01,ssh,1500,Impact,Attack
A-08-SCN075-04-09,2026-01-14T12:47:00,Government Healthcare,S08-CTRL01,wmic,1495,Impact,Attack
A-08-SCN076-01-00,2026-01-14T09:01:00,Government Healthcare,S08-CTRL01,service-host,9,Reconnaissance,Attack
A-08-SCN076-01-01,2026-01-14T09:06:00,Government Healthcare,S08-VPN01,unknown,59,Initial Access,Attack
A-08-SCN076-01-02,2026-01-14T09:10:00,Government Healthcare,S08-MON01,curl,18,Execution,Attack
A-08-SCN076-01-03,2026-01-14T09:18:00,Government Healthcare,S08-MGMT01,curl,11,Persistence,Attack
A-08-SCN076-01-04,2026-01-14T09:21:00,Government Healthcare,S08-WS01,unknown,22,Privilege Escalation,Attack
A-08-SCN076-01-05,2026-01-14T09:25:00,Government Healthcare,S08-AUTH01,python,55,Discovery,Attack
A-08-SCN076-01-06,2026-01-14T09:32:00,Government Healthcare,S08-CTRL01,service-host,16,Lateral Movement,Attack
A-08-SCN076-01-07,2026-01-14T09:35:00,Government Healthcare,S08-VPN01,python,80,Command and Control,Attack
A-08-SCN076-01-08,2026-01-14T09:41:00,Government Healthcare,S08-MON01,cmd,83,Command and Control,Attack
A-08-SCN076-01-09,2026-01-14T09:48:00,Government Healthcare,S08-MGMT01,ssh,90,Command and Control,Attack
A-08-SCN076-02-00,2026-01-14T10:02:00,Government Healthcare,S08-BKP01,cmd,0,Reconnaissance,Attack
A-08-SCN076-02-01,2026-01-14T10:05:00,Government Healthcare,S08-CTRL01,wmic,47,Initial Access,Attack
A-08-SCN076-02-02,2026-01-14T10:11:00,Government Healthcare,S08-MON01,curl,37,Execution,Attack
A-08-SCN076-02-03,2026-01-14T10:16:00,Government Healthcare,S08-AUTH01,python,97,Persistence,Attack
A-08-SCN076-02-04,2026-01-14T10:22:00,Government Healthcare,S08-WS01,unknown,48,Privilege Escalation,Attack
A-08-SCN076-02-05,2026-01-14T10:26:00,Government Healthcare,S08-DB01,python,3,Discovery,Attack
A-08-SCN076-02-06,2026-01-14T10:30:00,Government Healthcare,S08-BKP01,service-host,26,Lateral Movement,Attack
A-08-SCN076-02-07,2026-01-14T10:35:00,Government Healthcare,S08-CTRL01,curl,56,Command and Control,Attack
A-08-SCN076-02-08,2026-01-14T10:41:00,Government Healthcare,S08-MON01,service-host,98,Command and Control,Attack
A-08-SCN076-02-09,2026-01-14T10:47:00,Government Healthcare,S08-AUTH01,unknown,42,Command and Control,Attack
A-08-SCN076-03-00,2026-01-14T11:03:00,Government Healthcare,S08-MGMT01,powershell,7,Reconnaissance,Attack
A-08-SCN076-03-01,2026-01-14T11:07:00,Government Healthcare,S08-GW01,service-host,2,Initial Access,Attack
A-08-SCN076-03-02,2026-01-14T11:11:00,Government Healthcare,S08-APP01,python,63,Execution,Attack
A-08-SCN076-03-03,2026-01-14T11:17:00,Government Healthcare,S08-MON01,cmd,41,Persistence,Attack
A-08-SCN076-03-04,2026-01-14T11:22:00,Government Healthcare,S08-WS01,curl,57,Privilege Escalation,Attack
A-08-SCN076-03-05,2026-01-14T11:27:00,Government Healthcare,S08-DB01,cmd,99,Discovery,Attack
A-08-SCN076-03-06,2026-01-14T11:33:00,Government Healthcare,S08-MGMT01,unknown,0,Lateral Movement,Attack
A-08-SCN076-03-07,2026-01-14T11:37:00,Government Healthcare,S08-GW01,cmd,5,Command and Control,Attack
A-08-SCN076-03-08,2026-01-14T11:43:00,Government Healthcare,S08-APP01,wmic,57,Command and Control,Attack
A-08-SCN076-03-09,2026-01-14T11:45:00,Government Healthcare,S08-MON01,python,79,Command and Control,Attack
A-08-SCN076-04-00,2026-01-14T12:01:00,Government Healthcare,S08-DB01,python,50,Reconnaissance,Attack
A-08-SCN076-04-01,2026-01-14T12:06:00,Government Healthcare,S08-VPN01,python,63,Initial Access,Attack
A-08-SCN076-04-02,2026-01-14T12:10:00,Government Healthcare,S08-WS01,ssh,79,Execution,Attack
A-08-SCN076-04-03,2026-01-14T12:15:00,Government Healthcare,S08-AUTH01,ssh,63,Persistence,Attack
A-08-SCN076-04-04,2026-01-14T12:20:00,Government Healthcare,S08-MON01,service-host,5,Privilege Escalation,Attack
A-08-SCN076-04-05,2026-01-14T12:25:00,Government Healthcare,S08-BKP01,python,5,Discovery,Attack
A-08-SCN076-04-06,2026-01-14T12:33:00,Government Healthcare,S08-DB01,python,55,Lateral Movement,Attack
A-08-SCN076-04-07,2026-01-14T12:37:00,Government Healthcare,S08-VPN01,wmic,32,Command and Control,Attack
A-08-SCN076-04-08,2026-01-14T12:40:00,Government Healthcare,S08-WS01,cmd,64,Command and Control,Attack
A-08-SCN076-04-09,2026-01-14T12:46:00,Government Healthcare,S08-AUTH01,curl,75,Command and Control,Attack
A-08-SCN077-01-00,2026-01-14T09:02:00,Government Healthcare,S08-MGMT01,powershell,45,Reconnaissance,Attack
A-08-SCN077-01-01,2026-01-14T09:07:00,Government Healthcare,S08-APP01,cmd,52,Initial Access,Attack
A-08-SCN077-01-02,2026-01-14T09:12:00,Government Healthcare,S08-DB01,python,86,Execution,Attack
A-08-SCN077-01-03,2026-01-14T09:18:00,Government Healthcare,S08-CTRL01,unknown,31,Persistence,Attack
A-08-SCN077-01-04,2026-01-14T09:21:00,Government Healthcare,S08-BKP01,wmic,71,Privilege Escalation,Attack
A-08-SCN077-01-05,2026-01-14T09:27:00,Government Healthcare,S08-GW01,powershell,45,Discovery,Attack
A-08-SCN077-01-06,2026-01-14T09:30:00,Government Healthcare,S08-MGMT01,unknown,58,Lateral Movement,Attack
A-08-SCN077-01-07,2026-01-14T09:37:00,Government Healthcare,S08-APP01,python,71,Command and Control,Attack
A-08-SCN077-01-08,2026-01-14T09:43:00,Government Healthcare,S08-DB01,ssh,0,Command and Control,Attack
A-08-SCN077-01-09,2026-01-14T09:45:00,Government Healthcare,S08-CTRL01,service-host,89,Command and Control,Attack
A-08-SCN077-02-00,2026-01-14T10:00:00,Government Healthcare,S08-GW01,wmic,46,Reconnaissance,Attack
A-08-SCN077-02-01,2026-01-14T10:07:00,Government Healthcare,S08-WS01,wmic,94,Initial Access,Attack
A-08-SCN077-02-02,2026-01-14T10:11:00,Government Healthcare,S08-AUTH01,python,90,Execution,Attack
A-08-SCN077-02-03,2026-01-14T10:15:00,Government Healthcare,S08-CTRL01,unknown,0,Persistence,Attack
A-08-SCN077-02-04,2026-01-14T10:20:00,Government Healthcare,S08-MGMT01,curl,46,Privilege Escalation,Attack
A-08-SCN077-02-05,2026-01-14T10:27:00,Government Healthcare,S08-MON01,service-host,76,Discovery,Attack
A-08-SCN077-02-06,2026-01-14T10:33:00,Government Healthcare,S08-GW01,powershell,61,Lateral Movement,Attack
A-08-SCN077-02-07,2026-01-14T10:37:00,Government Healthcare,S08-WS01,python,90,Command and Control,Attack
A-08-SCN077-02-08,2026-01-14T10:42:00,Government Healthcare,S08-AUTH01,ssh,20,Command and Control,Attack
A-08-SCN077-02-09,2026-01-14T10:47:00,Government Healthcare,S08-CTRL01,ssh,3,Command and Control,Attack
A-08-SCN077-03-00,2026-01-14T11:00:00,Government Healthcare,S08-WS01,powershell,68,Reconnaissance,Attack
A-08-SCN077-03-01,2026-01-14T11:05:00,Government Healthcare,S08-CTRL01,cmd,93,Initial Access,Attack
A-08-SCN077-03-02,2026-01-14T11:13:00,Government Healthcare,S08-DB01,ssh,77,Execution,Attack
A-08-SCN077-03-03,2026-01-14T11:15:00,Government Healthcare,S08-BKP01,cmd,37,Persistence,Attack
A-08-SCN077-03-04,2026-01-14T11:22:00,Government Healthcare,S08-GW01,unknown,24,Privilege Escalation,Attack
A-08-SCN077-03-05,2026-01-14T11:25:00,Government Healthcare,S08-MGMT01,cmd,14,Discovery,Attack
A-08-SCN077-03-06,2026-01-14T11:30:00,Government Healthcare,S08-WS01,wmic,53,Lateral Movement,Attack
A-08-SCN077-03-07,2026-01-14T11:36:00,Government Healthcare,S08-CTRL01,powershell,34,Command and Control,Attack
A-08-SCN077-03-08,2026-01-14T11:41:00,Government Healthcare,S08-DB01,python,98,Command and Control,Attack
A-08-SCN077-03-09,2026-01-14T11:47:00,Government Healthcare,S08-BKP01,curl,74,Command and Control,Attack
A-08-SCN077-04-00,2026-01-14T12:03:00,Government Healthcare,S08-WS01,python,82,Reconnaissance,Attack
A-08-SCN077-04-01,2026-01-14T12:06:00,Government Healthcare,S08-DB01,cmd,72,Initial Access,Attack
A-08-SCN077-04-02,2026-01-14T12:13:00,Government Healthcare,S08-BKP01,python,52,Execution,Attack
A-08-SCN077-04-03,2026-01-14T12:18:00,Government Healthcare,S08-MGMT01,python,71,Persistence,Attack
A-08-SCN077-04-04,2026-01-14T12:20:00,Government Healthcare,S08-VPN01,python,66,Privilege Escalation,Attack
A-08-SCN077-04-05,2026-01-14T12:25:00,Government Healthcare,S08-MON01,cmd,71,Discovery,Attack
A-08-SCN077-04-06,2026-01-14T12:31:00,Government Healthcare,S08-WS01,curl,92,Lateral Movement,Attack
A-08-SCN077-04-07,2026-01-14T12:38:00,Government Healthcare,S08-DB01,powershell,24,Command and Control,Attack
A-08-SCN077-04-08,2026-01-14T12:40:00,Government Healthcare,S08-BKP01,cmd,1,Command and Control,Attack
A-08-SCN077-04-09,2026-01-14T12:48:00,Government Healthcare,S08-MGMT01,ssh,42,Command and Control,Attack
A-08-SCN078-01-00,2026-01-14T09:00:00,Government Healthcare,S08-WS01,cmd,28,Reconnaissance,Attack
A-08-SCN078-01-01,2026-01-14T09:08:00,Government Healthcare,S08-VPN01,python,90,Initial Access,Attack
A-08-SCN078-01-02,2026-01-14T09:10:00,Government Healthcare,S08-DB01,curl,8,Credential Access,Attack
A-08-SCN078-01-03,2026-01-14T09:15:00,Government Healthcare,S08-MGMT01,curl,66,Discovery,Attack
A-08-SCN078-01-04,2026-01-14T09:20:00,Government Healthcare,S08-APP01,curl,133,Collection,Attack
A-08-SCN078-01-05,2026-01-14T09:28:00,Government Healthcare,S08-AUTH01,ssh,57,Exfiltration,Attack
A-08-SCN078-01-06,2026-01-14T09:30:00,Government Healthcare,S08-WS01,service-host,40,Exfiltration,Attack
A-08-SCN078-01-07,2026-01-14T09:38:00,Government Healthcare,S08-VPN01,curl,45,Exfiltration,Attack
